id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
12442,1349,23,805,14,1172,8,0
12443,1198,30,899,16,1255,9,0
12444,1091,26,786,13,1280,7,0
12445,1605,22,892,7,1254,3,0
12446,1253,23,862,16,1246,8,0
12447,1269,18,883,8,1158,8,0
12448,1585,18,824,11,1186,7,0
12449,1189,26,820,13,1115,7,0
12450,1252,24,881,8,1252,9,0
12451,1009,19,844,18,1167,3,0
12452,1506,27,839,19,1257,6,0
12453,1770,33,857,12,1139,4,0
12454,1219,28,903,12,1201,8,0
12455,1292,20,848,17,1259,7,0
12456,1298,31,861,10,1155,6,0
12457,1357,24,854,18,1205,4,0
12458,1685,22,849,15,1206,3,0
12459,1758,24,878,14,1260,6,0
12460,1393,33,829,13,1127,9,0
12461,1279,22,872,5,1134,6,0
12462,1380,24,877,5,1145,6,0
12463,1771,30,896,5,1151,7,0
12464,1227,22,889,8,1132,8,0
12465,1595,17,822,11,1244,8,0
12466,1769,26,789,13,1195,9,0
12467,1283,33,856,14,1234,8,0
12468,1236,22,810,19,1250,8,0
12469,1526,19,839,8,1114,6,0
12470,1555,32,910,13,1173,9,0
12471,1433,27,903,12,1166,8,0
12472,1232,23,799,12,1253,5,0
12473,1014,33,828,9,1160,7,0
12474,1592,25,797,16,1125,7,0
12475,1478,27,848,8,1127,5,0
12476,1493,28,867,13,1270,9,0
12477,1756,30,790,11,1286,6,0
12478,1204,31,782,11,1203,9,0
12479,1601,25,823,10,1195,7,0
12480,1283,18,853,6,1205,10,0
12481,1309,19,794,14,1189,4,0
12482,1082,20,866,17,1135,9,0
12483,1124,32,868,9,1184,10,0
12484,1407,23,825,14,1275,8,0
12485,1589,33,907,18,1203,4,0
12486,1395,18,816,12,1152,7,0
12487,1240,33,778,6,1223,6,0
12488,1339,21,841,10,1118,7,0
12489,1312,29,907,16,1152,6,0
12490,1462,31,851,6,1101,10,0
12491,1582,17,893,16,1208,10,0
12492,1064,23,836,15,1273,9,0
12493,1094,24,897,19,1226,6,0
12494,1359,20,831,15,1108,9,0
12495,1163,32,873,5,1261,8,0
12496,1656,24,911,6,1257,6,0
12497,1054,27,882,12,1147,7,0
12498,1224,30,781,17,1189,9,0
12499,1243,18,822,10,1210,3,0
12500,1679,17,822,15,1116,9,0
12501,1281,20,897,9,1246,5,0
12502,1760,23,832,5,1166,6,0
12503,1197,21,796,11,1190,10,0
12504,1124,27,891,11,1123,3,0
12505,1166,23,906,13,1152,6,0
12506,1242,29,903,12,1238,9,0
12507,1675,18,865,11,1239,9,0
12508,1469,18,909,12,1165,7,0
12509,1476,29,793,19,1137,9,0
12510,1647,26,821,8,1173,8,0
12511,1734,22,832,16,1171,4,0
12512,1550,18,793,16,1180,3,0
12513,1682,28,816,16,1211,10,0
12514,1755,25,790,13,1190,3,0
12515,1352,33,819,6,1110,10,0
12516,1146,24,806,17,1101,3,0
12517,1188,19,795,8,1193,5,0
12518,1397,18,859,13,1279,5,0
12519,1514,19,900,12,1142,7,0
12520,1567,33,842,5,1128,10,0
12521,1481,32,796,9,1208,9,0
12522,1218,31,792,10,1260,8,0
12523,1100,28,888,18,1183,5,0
12524,1089,31,833,17,1131,4,0
12525,1063,29,790,7,1143,3,0
12526,1712,22,842,13,1217,4,0
12527,1118,23,888,7,1132,7,0
12528,1090,27,891,17,1253,7,0
12529,1477,26,844,6,1189,5,0
12530,1481,25,854,10,1258,8,0
12531,1124,26,809,12,1253,4,0
12532,1240,27,856,9,1231,6,0
12533,1112,29,785,13,1227,6,0
12534,1749,22,828,8,1283,4,0
12535,1258,17,893,8,1278,8,0
12536,1760,30,783,16,1185,9,0
12537,1683,19,869,7,1106,10,0
12538,1402,28,821,19,1141,5,0
12539,1620,25,894,10,1109,7,0
12540,1349,20,779,11,1113,9,0
12541,1471,18,876,6,1168,3,0
12542,1089,18,848,15,1267,3,0
12543,1582,21,794,6,1129,10,0
12544,1449,17,802,12,1129,10,0
12545,1415,25,803,9,1170,7,0
12546,1296,25,877,9,1182,8,0
12547,1037,22,816,11,1181,8,0
12548,1403,19,810,8,1198,10,0
12549,1546,33,838,19,1175,10,0
12550,1349,32,884,6,1255,6,0
12551,1305,19,856,12,1268,10,0
12552,1462,28,890,12,1122,5,0
12553,1038,28,785,12,1252,10,0
12554,1344,33,829,9,1129,5,0
12555,1715,33,893,9,1188,3,0
12556,1713,30,881,15,1193,9,0
12557,1493,26,793,5,1204,10,0
12558,1033,26,874,19,1215,7,0
12559,1133,27,904,13,1238,9,0
12560,1721,27,857,12,1129,8,0
12561,1710,33,824,10,1171,10,0
12562,1421,26,895,10,1172,4,0
12563,1361,30,839,18,1158,7,0
12564,1714,28,828,5,1187,9,0
12565,1616,33,846,9,1227,9,0
12566,1170,27,860,10,1226,3,0
12567,1200,22,892,7,1174,5,0
12568,1140,21,801,17,1125,3,0
12569,1537,27,853,17,1237,5,0
12570,1313,17,801,7,1174,9,0
12571,1353,22,896,19,1232,9,0
12572,1183,32,823,6,1269,6,0
12573,1393,24,889,17,1287,10,0
12574,1121,20,789,16,1141,4,0
12575,1150,20,792,17,1184,7,0
12576,1241,29,802,14,1276,6,0
12577,1480,20,885,18,1139,9,0
12578,1331,30,851,16,1105,9,0
12579,1118,25,859,15,1225,8,0
12580,1703,23,842,14,1282,4,0
12581,1027,29,812,8,1140,7,0
12582,1333,19,812,7,1261,6,0
12583,1364,33,895,16,1106,4,0
12584,1624,33,799,12,1164,6,0
12585,1527,21,788,18,1154,3,0
12586,1751,23,826,14,1176,7,0
12587,1714,28,876,7,1166,10,0
12588,1320,23,873,19,1204,5,0
12589,1021,19,827,12,1144,5,0
12590,1768,24,789,17,1204,4,0
12591,1192,30,866,15,1146,7,0
12592,1186,22,847,16,1226,9,0
12593,1180,27,778,12,1155,4,0
12594,1726,32,809,11,1287,4,0
12595,1437,27,876,17,1208,7,0
12596,1019,26,866,8,1131,4,0
12597,1147,27,794,9,1125,5,0
12598,1543,28,884,18,1231,5,0
12599,1459,17,892,11,1214,4,0
12600,1527,17,835,17,1274,7,0
12601,1610,19,786,8,1222,5,0
12602,1147,28,872,13,1153,8,0
12603,1218,22,834,15,1241,10,0
12604,1172,33,798,18,1144,5,0
12605,1626,17,907,6,1178,9,0
12606,1742,21,834,16,1280,4,0
12607,1162,17,826,13,1238,7,0
12608,1274,29,794,18,1114,4,0
12609,1105,30,851,16,1128,5,0
12610,1515,23,778,10,1287,5,0
12611,1707,19,880,10,1149,6,0
12612,1589,20,870,6,1111,9,0
12613,1756,21,782,12,1108,7,0
12614,1338,33,805,5,1237,8,0
12615,1302,24,832,5,1197,6,0
12616,1720,32,778,11,1289,7,0
12617,1530,30,867,7,1149,9,0
12618,1014,26,785,8,1244,6,0
12619,1009,21,850,6,1203,4,0
12620,1310,30,787,10,1124,4,0
12621,1024,17,783,12,1282,10,0
12622,1067,25,885,8,1226,6,0
12623,1306,19,786,7,1220,9,0
12624,1447,30,824,18,1164,7,0
12625,1083,24,907,6,1255,4,0
12626,1085,29,784,12,1226,10,0
12627,1230,18,853,17,1226,7,0
12628,1655,21,822,10,1267,8,0
12629,1505,23,789,13,1193,10,0
12630,1422,31,829,14,1245,3,0
12631,1208,27,870,14,1267,5,0
12632,1669,21,887,19,1270,10,0
12633,1073,26,841,12,1112,9,0
12634,1358,33,876,11,1172,8,0
12635,1384,32,814,17,1218,7,0
12636,1547,25,906,6,1222,8,0
12637,1329,27,799,18,1203,4,0
12638,1208,24,831,15,1211,6,0
12639,1326,27,801,11,1254,9,0
12640,1715,29,787,16,1273,10,0
12641,1248,33,852,11,1178,10,0
12642,1403,32,781,18,1249,5,0
12643,1243,18,790,7,1253,7,0
12644,1593,29,828,11,1221,8,0
12645,1191,24,783,8,1124,5,0
12646,1339,26,830,10,1203,4,0
12647,1070,33,890,14,1283,6,0
12648,1743,19,838,14,1172,9,0
12649,1069,33,809,5,1170,6,0
12650,1730,22,847,14,1146,4,0
12651,1425,33,884,19,1221,3,0
12652,1068,18,870,5,1277,4,0
12653,1751,25,864,17,1266,9,0
12654,1283,20,840,12,1184,5,0
12655,1554,25,885,6,1121,9,0
12656,1745,20,886,16,1178,6,0
12657,1666,21,911,5,1254,8,0
12658,1399,33,884,12,1139,10,0
12659,1218,22,879,18,1245,8,0
12660,1145,19,816,8,1126,8,0
12661,1279,31,794,19,1281,4,0
12662,1216,18,843,7,1177,5,0
12663,1172,29,865,10,1267,4,0
12664,1565,30,780,14,1115,7,0
12665,1492,23,860,9,1272,7,0
12666,1262,18,874,19,1237,5,0
12667,1217,30,824,8,1151,5,0
12668,1107,26,890,18,1228,7,0
12669,1653,30,801,6,1206,5,0
12670,1723,29,784,5,1140,6,0
12671,1214,27,816,6,1129,8,0
12672,1431,30,789,8,1150,5,0
12673,1140,27,796,5,1119,7,0
12674,1548,19,856,18,1125,6,0
12675,1227,29,874,13,1118,5,0
12676,1076,26,782,11,1161,10,0
12677,1457,25,903,16,1262,9,0
12678,1058,27,824,14,1194,7,0
12679,1224,27,792,12,1250,7,0
12680,1621,20,898,13,1174,8,0
12681,1479,27,855,8,1232,10,0
12682,1702,22,860,11,1278,10,0
12683,1224,21,902,7,1281,9,0
12684,1426,29,874,12,1165,8,0
12685,1245,23,800,16,1144,7,0
12686,1262,29,850,18,1137,9,0
12687,1495,20,823,14,1279,9,0
12688,1560,31,878,8,1278,10,0
12689,1030,27,881,14,1165,3,0
12690,1308,31,829,12,1218,3,0
12691,1013,25,795,8,1142,9,0
12692,1748,32,837,5,1187,8,0
12693,1744,27,787,12,1270,6,0
12694,1565,27,892,7,1289,5,0
12695,1520,17,806,11,1140,7,0
12696,1278,21,837,15,1262,5,0
12697,1319,21,802,9,1259,9,0
12698,1194,30,804,8,1205,9,0
12699,1145,20,902,17,1226,4,0
12700,1661,20,818,14,1179,5,0
12701,1502,24,823,9,1198,6,0
12702,1311,23,888,8,1185,10,0
12703,1560,20,809,5,1233,8,0
12704,1329,19,891,6,1200,3,0
12705,1499,30,883,9,1251,10,0
12706,1313,25,801,7,1236,4,0
12707,1403,33,907,7,1211,4,0
12708,1053,28,904,19,1199,9,0
12709,1604,26,858,12,1208,10,0
12710,1694,26,850,17,1264,8,0
12711,1404,19,881,10,1211,8,0
12712,1597,21,783,10,1200,10,0
12713,1130,31,875,10,1160,6,0
12714,1626,27,790,14,1151,10,0
12715,1536,22,828,9,1209,4,0
12716,1734,21,904,5,1177,9,0
12717,1776,22,909,14,1278,5,0
12718,1711,27,803,8,1161,10,0
12719,1305,18,882,7,1261,8,0
12720,1309,30,860,17,1181,10,0
12721,1047,31,818,6,1117,5,0
12722,1738,25,826,8,1198,5,0
12723,1645,33,817,15,1226,4,0
12724,1206,20,911,10,1269,3,0
12725,1686,19,786,8,1222,6,0
12726,1461,31,828,8,1129,9,0
12727,1289,25,828,9,1116,8,0
12728,1181,32,811,8,1130,6,0
12729,1282,33,875,19,1159,6,0
12730,1630,33,907,13,1282,3,0
12731,1107,18,838,9,1104,10,0
12732,1510,20,833,16,1229,10,0
12733,1604,25,848,8,1102,9,0
12734,1396,24,803,9,1243,10,0
12735,1588,25,910,6,1246,3,0
12736,1540,32,829,18,1286,3,0
12737,1011,30,894,16,1129,9,0
12738,1434,22,871,18,1269,10,0
12739,1708,18,800,12,1197,10,0
12740,1298,18,863,7,1127,3,0
12741,1569,19,783,14,1203,6,0
12742,1554,21,816,10,1210,5,0
12743,1006,30,812,15,1190,6,0
12744,1494,21,820,10,1157,6,0
12745,1673,32,897,11,1137,5,0
12746,1406,33,795,6,1244,9,0
12747,1680,18,881,16,1143,10,0
12748,1562,30,834,9,1135,9,0
12749,1015,24,879,13,1259,6,0
12750,1205,19,799,13,1190,9,0
12751,1029,18,853,18,1115,10,0
12752,1522,18,884,8,1132,10,0
12753,1164,25,831,8,1235,5,0
12754,1230,27,883,17,1148,4,0
12755,1612,24,854,7,1258,5,0
12756,1431,32,846,9,1200,10,0
12757,1261,32,891,16,1128,9,0
12758,1364,17,885,9,1200,7,0
12759,1579,21,826,15,1196,9,0
12760,1401,21,890,13,1156,9,0
12761,1454,25,832,6,1255,10,0
12762,1741,24,785,18,1216,7,0
12763,1727,25,793,5,1187,7,0
12764,1206,26,877,15,1265,8,0
12765,1385,24,787,15,1285,9,0
12766,1248,25,832,18,1157,9,0
12767,1603,23,816,5,1227,4,0
12768,1034,32,910,14,1263,10,0
12769,1346,31,819,11,1139,8,0
12770,1648,26,817,14,1102,7,0
12771,1727,23,779,10,1192,6,0
12772,1161,30,905,19,1164,6,0
12773,1423,18,832,10,1143,8,0
12774,1169,23,825,6,1139,8,0
12775,1315,33,869,7,1155,9,0
12776,1215,21,825,16,1175,6,0
12777,1053,17,851,14,1276,4,0
12778,1434,21,793,14,1229,9,0
12779,1278,18,783,7,1104,8,0
12780,1139,19,864,18,1142,8,0
12781,1189,33,890,12,1176,9,0
12782,1194,18,783,12,1190,6,0
12783,1522,18,850,9,1230,5,0
12784,1073,28,899,15,1238,10,0
12785,1231,31,845,5,1125,5,0
12786,1119,23,821,19,1103,3,0
12787,1659,27,794,7,1184,7,0
12788,1367,17,813,18,1121,5,0
12789,1590,19,890,7,1173,3,0
12790,1096,32,779,5,1209,9,0
12791,1087,19,854,13,1123,3,0
12792,1148,18,847,13,1269,10,0
12793,1640,17,792,18,1242,4,0
12794,1508,18,901,18,1233,7,0
12795,1447,19,823,8,1118,4,0
12796,1338,32,800,8,1186,4,0
12797,1669,30,824,8,1104,4,0
12798,1592,30,848,5,1139,4,0
12799,1725,33,867,14,1248,7,0
12800,1469,18,834,11,1203,6,0
12801,1096,19,819,7,1272,4,0
12802,1461,21,857,10,1200,10,0
12803,1443,28,828,6,1167,10,0
12804,1732,33,894,16,1168,5,0
12805,1370,21,884,7,1190,8,0
12806,1485,24,856,9,1170,8,0
12807,1016,26,800,6,1222,4,0
12808,1508,30,797,11,1155,4,0
12809,1039,25,911,11,1162,5,0
12810,1323,31,842,6,1197,3,0
12811,1018,24,779,12,1256,8,0
12812,1031,20,866,14,1173,3,0
12813,1120,23,814,15,1223,9,0
12814,1236,29,902,9,1178,10,0
12815,1199,27,820,8,1123,3,0
12816,1742,23,819,11,1123,9,0
12817,1004,21,893,11,1209,10,0
12818,1117,33,814,16,1135,9,0
12819,1677,22,829,13,1181,3,0
12820,1011,32,844,11,1275,4,0
12821,1726,17,867,7,1131,6,0
12822,1251,24,801,5,1249,8,0
12823,1377,30,828,14,1279,3,0
12824,1637,18,799,11,1114,10,0
12825,1113,18,906,11,1120,8,0
12826,1219,22,851,5,1223,10,0
12827,1315,31,902,12,1263,6,0
12828,1657,33,859,19,1271,8,0
12829,1155,23,869,7,1217,7,0
12830,1127,17,789,18,1220,6,0
12831,1700,33,900,19,1135,5,0
12832,1386,23,903,16,1107,6,0
12833,1063,31,910,10,1209,7,0
12834,1741,28,843,18,1194,10,0
12835,1544,31,868,17,1262,4,0
12836,1695,33,778,15,1135,10,0
12837,1608,32,871,10,1279,4,0
12838,1238,33,824,18,1105,6,0
12839,1589,20,784,6,1256,7,0
12840,1286,24,818,5,1114,3,0
12841,1551,29,786,13,1168,3,0
12842,1725,22,811,6,1251,7,0
12843,1662,22,880,19,1172,4,0
12844,1597,22,876,16,1179,8,0
12845,1337,20,863,13,1117,5,0
12846,1767,28,808,5,1134,10,0
12847,1048,21,844,6,1145,7,0
12848,1545,30,812,7,1205,10,0
12849,1568,20,800,10,1121,3,0
12850,1641,27,902,15,1178,9,0
12851,1184,32,806,16,1236,3,0
12852,1301,20,864,7,1247,3,0
12853,1065,18,896,12,1240,3,0
12854,1420,31,825,15,1188,7,0
12855,1478,19,829,13,1143,10,0
12856,1406,31,907,6,1249,3,0
12857,1475,30,785,19,1265,7,0
12858,1384,28,883,19,1113,3,0
12859,1314,29,898,19,1194,8,0
12860,1550,22,900,6,1267,9,0
12861,1587,21,811,7,1173,3,0
12862,1713,30,876,15,1265,3,0
12863,1236,23,837,8,1277,5,0
12864,1630,17,840,7,1194,6,0
12865,1020,23,798,9,1180,9,0
12866,1379,19,854,9,1212,3,0
12867,1604,30,779,6,1269,3,0
12868,1334,29,843,11,1198,9,0
12869,1188,23,808,10,1157,7,0
12870,1617,17,863,18,1259,8,0
12871,1063,22,898,9,1121,6,0
12872,1100,22,825,18,1130,8,0
12873,1670,26,796,14,1215,6,0
12874,1387,22,871,18,1164,10,0
12875,1391,20,805,19,1201,6,0
12876,1676,18,819,14,1123,10,0
12877,1593,23,911,14,1159,6,0
12878,1748,29,835,11,1147,3,0
12879,1252,30,791,9,1242,6,0
12880,1757,18,902,16,1159,7,0
12881,1587,20,841,19,1271,3,0
12882,1448,28,814,11,1112,8,0
12883,1530,31,832,9,1167,6,0
12884,1096,24,904,10,1246,6,0
12885,1577,30,778,12,1131,3,0
12886,1135,33,780,16,1179,7,0
12887,1558,25,810,18,1252,8,0
12888,1090,19,902,16,1127,8,0
12889,1141,31,796,8,1284,8,0
12890,1075,23,889,16,1254,7,0
12891,1601,22,890,11,1103,4,0
12892,1337,33,786,7,1266,7,0
12893,1505,21,829,17,1196,8,0
12894,1514,18,884,14,1225,6,0
12895,1393,27,791,18,1186,8,0
12896,1412,17,903,7,1234,4,0
12897,1405,31,837,9,1240,10,0
12898,1064,22,840,6,1210,7,0
12899,1090,31,863,10,1177,7,0
12900,1369,26,898,6,1181,8,0
12901,1735,18,869,13,1288,10,0
12902,1496,23,869,7,1162,8,0
12903,1475,20,849,10,1117,7,0
12904,1025,27,835,19,1161,10,0
12905,1267,23,838,15,1148,9,0
12906,1185,25,868,8,1122,4,0
12907,1702,27,878,16,1112,6,0
12908,1063,23,881,12,1152,3,0
12909,1471,31,880,12,1235,5,0
12910,1225,30,873,15,1183,10,0
12911,1715,17,807,5,1223,6,0
12912,1141,27,845,13,1201,8,0
12913,1655,24,876,11,1221,8,0
12914,1749,28,863,13,1202,6,0
12915,1042,22,912,6,1200,6,0
12916,1440,23,881,10,1100,9,0
12917,1210,18,807,12,1101,4,0
12918,1131,21,890,11,1177,3,0
12919,1768,28,837,14,1200,6,0
12920,1652,17,819,12,1251,7,0
12921,1382,22,818,12,1248,5,0
12922,1130,26,794,7,1219,8,0
12923,1708,28,896,17,1125,5,0
12924,1366,30,809,11,1179,10,0
12925,1542,24,901,6,1115,9,0
12926,1169,31,859,15,1143,8,0
12927,1035,30,788,10,1218,10,0
12928,1186,19,810,11,1130,5,0
12929,1597,22,901,6,1220,6,0
12930,1444,20,897,5,1131,8,0
12931,1133,23,808,11,1273,5,0
12932,1695,33,912,18,1112,4,0
12933,1020,29,862,5,1179,7,0
12934,1516,19,856,14,1260,4,0
12935,1447,21,803,17,1185,4,0
12936,1074,20,823,9,1109,3,0
12937,1059,28,826,19,1252,3,0
12938,1219,21,859,18,1152,9,0
12939,1463,23,815,11,1245,6,0
12940,1383,31,835,7,1145,6,0
12941,1750,22,856,8,1169,3,0
12942,1040,20,901,17,1276,4,0
12943,1763,31,840,9,1279,8,0
12944,1429,29,779,13,1130,9,0
12945,1003,22,852,14,1157,10,0
12946,1676,26,863,5,1273,5,0
12947,1710,19,870,11,1120,7,0
12948,1485,25,877,13,1184,7,0
12949,1215,24,832,18,1279,9,0
12950,1422,20,790,18,1152,5,0
12951,1628,17,816,17,1100,3,0
12952,1445,26,890,6,1141,4,0
12953,1354,32,908,19,1224,4,0
12954,1387,20,778,11,1228,10,0
12955,1760,17,820,13,1168,6,0
12956,1336,21,881,6,1223,3,0
12957,1581,27,904,5,1153,3,0
12958,1458,18,779,16,1128,9,0
12959,1198,28,854,18,1242,10,0
12960,1234,28,835,7,1194,6,0
12961,1133,29,878,12,1264,10,0
12962,1300,24,843,14,1138,9,0
12963,1564,28,884,13,1286,7,0
12964,1619,20,792,14,1117,4,0
12965,1363,19,869,17,1282,3,0
12966,1171,30,786,14,1205,8,0
12967,1705,31,781,6,1179,6,0
12968,1199,25,788,8,1289,6,0
12969,1640,17,813,13,1156,7,0
12970,1229,33,860,7,1155,3,0
12971,1756,31,872,11,1231,6,0
12972,1175,25,798,5,1239,8,0
12973,1040,21,876,8,1264,5,0
12974,1531,31,839,8,1194,8,0
12975,1071,33,840,18,1287,6,0
12976,1121,30,803,6,1270,10,0
12977,1411,19,866,8,1134,3,0
12978,1575,17,864,15,1135,3,0
12979,1354,17,897,10,1198,7,0
12980,1251,28,825,17,1142,10,0
12981,1301,22,865,13,1201,8,0
12982,1383,17,831,16,1221,7,0
12983,1501,18,889,17,1247,7,0
12984,1676,31,826,5,1223,10,0
12985,1557,33,825,19,1284,4,0
12986,1488,23,855,11,1177,5,0
12987,1040,33,902,13,1163,5,0
12988,1011,26,799,10,1272,4,0
12989,1687,18,796,16,1176,9,0
12990,1114,20,793,10,1140,3,0
12991,1533,25,822,18,1251,6,0
12992,1660,31,876,18,1267,7,0
12993,1665,29,806,17,1159,9,0
12994,1050,33,803,17,1230,5,0
12995,1266,30,861,16,1263,8,0
12996,1571,19,897,10,1130,4,0
12997,1417,22,887,8,1190,5,0
12998,1766,33,870,11,1128,5,0
12999,1043,29,814,10,1217,6,0
13000,1212,24,834,8,1208,4,0
13001,1084,21,818,16,1165,4,0
13002,1391,24,864,13,1121,6,0
13003,1458,24,789,7,1258,10,0
13004,1759,27,890,12,1119,8,0
13005,1206,31,817,12,1153,3,0
13006,1266,30,806,10,1249,4,0
13007,1474,31,827,6,1172,8,0
13008,1029,17,796,14,1195,8,0
13009,1596,33,908,16,1169,8,0
13010,1089,19,888,5,1221,5,0
13011,1289,24,805,9,1287,4,0
13012,1528,22,873,12,1159,7,0
13013,1392,25,880,6,1202,8,0
13014,1095,26,785,6,1178,3,0
13015,1345,33,805,9,1282,3,0
13016,1622,25,905,16,1146,7,0
13017,1494,18,840,18,1118,4,0
13018,1225,17,808,11,1158,3,0
13019,1743,19,826,11,1262,6,0
13020,1184,31,834,11,1173,3,0
13021,1318,19,876,14,1165,7,0
13022,1767,28,787,6,1247,7,0
13023,1568,21,853,12,1182,7,0
13024,1752,29,808,16,1249,3,0
13025,1480,17,806,19,1157,5,0
13026,1163,18,897,9,1128,5,0
13027,1394,31,784,5,1208,9,0
13028,1474,30,896,19,1281,9,0
13029,1309,26,872,16,1270,7,0
13030,1679,33,779,15,1106,4,0
13031,1426,21,827,16,1276,10,0
13032,1458,18,839,18,1261,5,0
13033,1356,21,805,6,1115,4,0
13034,1424,33,877,14,1224,4,0
13035,1201,30,779,8,1181,8,0
13036,1073,17,810,7,1238,6,0
13037,1741,21,834,14,1227,8,0
13038,1460,30,804,5,1217,3,0
13039,1150,21,824,8,1137,9,0
13040,1284,30,793,17,1161,8,0
13041,1085,22,796,7,1233,4,0
13042,1465,24,780,10,1263,7,0
13043,1558,31,843,13,1127,10,0
13044,1533,23,873,15,1192,8,0
13045,1164,32,888,5,1159,8,0
13046,1681,26,856,12,1118,3,0
13047,1133,28,882,12,1188,3,0
13048,1424,28,818,13,1118,3,0
13049,1510,32,837,15,1222,7,0
13050,1077,22,862,10,1191,7,0
13051,1708,29,851,19,1204,10,0
13052,1159,25,896,19,1248,7,0
13053,1484,33,897,10,1173,8,0
13054,1684,32,821,10,1115,9,0
13055,1734,31,805,5,1203,3,0
13056,1218,22,800,16,1201,8,0
13057,1455,25,844,6,1103,6,0
13058,1188,27,906,6,1164,10,0
13059,1749,25,802,19,1263,5,0
13060,1024,31,785,19,1104,6,0
13061,1366,27,859,12,1244,5,0
13062,1032,27,814,16,1157,4,0
13063,1057,26,857,9,1112,8,0
13064,1005,21,779,13,1280,4,0
13065,1707,17,853,17,1160,6,0
13066,1382,23,834,6,1146,9,0
13067,1612,19,856,17,1176,5,0
13068,1025,21,870,8,1163,5,0
13069,1323,25,844,9,1173,8,0
13070,1718,22,893,16,1254,6,0
13071,1273,33,807,14,1119,3,0
13072,1263,19,856,15,1115,7,0
13073,1163,29,882,5,1188,4,0
13074,1013,17,822,14,1241,4,0
13075,1683,28,885,10,1206,9,0
13076,1054,29,871,12,1233,6,0
13077,1354,20,870,5,1219,4,0
13078,1607,33,860,5,1117,4,0
13079,1646,24,839,6,1189,6,0
13080,1776,23,903,5,1165,4,0
13081,1487,28,882,18,1265,8,0
13082,1441,26,817,13,1150,4,0
13083,1254,17,886,11,1279,3,0
13084,1276,28,862,15,1185,3,0
13085,1259,22,847,13,1228,10,0
13086,1437,21,848,8,1286,5,0
13087,1772,20,855,12,1265,8,0
13088,1676,17,827,19,1148,6,0
13089,1444,24,806,10,1206,10,0
13090,1410,17,910,12,1162,7,0
13091,1452,29,778,8,1279,4,0
13092,1719,32,906,17,1245,3,0
13093,1030,24,911,10,1268,10,0
13094,1249,27,858,5,1233,4,0
13095,1197,27,799,16,1106,9,0
13096,1136,33,810,11,1248,6,0
13097,1761,29,893,18,1242,9,0
13098,1700,25,865,6,1233,10,0
13099,1394,30,896,10,1287,4,0
13100,1125,28,886,5,1232,8,0
13101,1203,29,873,12,1261,9,0
13102,1578,29,908,10,1164,7,0
13103,1199,27,857,12,1214,3,0
13104,1362,29,858,16,1238,4,0
13105,1528,33,790,9,1137,9,0
13106,1593,32,837,14,1280,6,0
13107,1116,33,797,8,1246,6,0
13108,1348,18,908,12,1245,7,0
13109,1773,29,881,15,1171,4,0
13110,1766,20,801,19,1157,8,0
13111,1671,31,783,6,1153,6,0
13112,1711,28,785,15,1102,10,0
13113,1070,30,902,10,1180,10,0
13114,1601,23,819,5,1189,3,0
13115,1387,20,803,8,1254,6,0
13116,1415,29,834,14,1152,7,0
13117,1405,25,786,5,1229,7,0
13118,1730,30,851,18,1124,3,0
13119,1268,20,847,12,1176,10,0
13120,1087,23,847,17,1159,3,0
13121,1735,22,809,18,1107,3,0
13122,1051,33,795,10,1207,9,0
13123,1156,32,876,12,1182,5,0
13124,1541,31,887,9,1288,10,0
13125,1434,28,851,18,1214,3,0
13126,1620,18,784,16,1104,6,0
13127,1262,24,788,9,1249,7,0
13128,1391,19,839,18,1254,4,0
13129,1402,27,781,7,1120,6,0
13130,1310,23,903,11,1139,7,0
13131,1601,21,899,18,1111,5,0
13132,1655,31,856,15,1231,7,0
13133,1020,28,896,8,1238,7,0
13134,1698,29,863,7,1232,7,0
13135,1334,32,834,18,1180,10,0
13136,1180,32,910,17,1135,9,0
13137,1024,22,863,13,1179,6,0
13138,1027,29,820,16,1233,5,0
13139,1124,18,835,13,1174,7,0
13140,1125,26,797,15,1185,6,0
13141,1142,20,890,12,1183,10,0
13142,1149,28,787,17,1126,7,0
13143,1264,28,898,14,1196,8,0
13144,1199,33,911,5,1233,8,0
13145,1418,24,858,8,1161,8,0
13146,1110,18,907,19,1161,3,0
13147,1065,19,820,16,1278,4,0
13148,1100,17,912,8,1275,6,0
13149,1472,22,884,14,1219,4,0
13150,1536,31,849,15,1133,9,0
13151,1436,21,788,10,1132,8,0
13152,1407,25,867,5,1269,7,0
13153,1364,24,834,14,1257,3,0
13154,1613,33,785,15,1172,6,0
13155,1444,22,847,14,1218,9,0
13156,1036,23,903,6,1149,3,0
13157,1228,21,839,14,1200,3,0
13158,1051,32,784,14,1151,5,0
13159,1491,29,888,19,1277,4,0
13160,1368,23,796,10,1168,6,0
13161,1180,18,884,9,1203,10,0
13162,1035,24,872,13,1185,9,0
13163,1171,28,892,17,1181,8,0
13164,1337,22,880,14,1123,9,0
13165,1655,19,799,19,1141,6,0
13166,1144,32,846,11,1209,10,0
13167,1424,28,814,16,1188,10,0
13168,1101,17,898,7,1259,8,0
13169,1764,32,873,13,1283,9,0
